year_of_birth,gender,education_level,social_stratum,nationality,department,municipality,id_last_four,last_name_initial,form,score,video,fake_news_a,fake_news_b,fake_news_c,fake_news_d,fake_news_e,fake_news_f,fake_news_g,fake_news_h,fake_news_i,fake_news_j,fake_news_k,fake_news_l,fake_news_m,fake_news_n,fake_news_o,fake_news_p,fake_news_q,fake_news_r,fake_news_s,tweet_a_lack_of_information,tweet_a_report,tweet_b_lack_of_information,tweet_b_report,headline_1,headline_2,headline_3,headline_4,headline_5,headline_6,headline_7,headline_8,ie_confidence_a,ie_confidence_b,ie_confidence_c,ie_confidence_d,ie_confidence_e,ie_confidence_f,ie_confidence_g,ie_confidence_h,ie_confidence_i,ie_discrimination_a,ie_discrimination_b,ie_discrimination_c,ie_discrimination_d,ie_discrimination_e,ie_discrimination_f,ie_ambiguity_tolerance_a,ie_ambiguity_tolerance_b,ie_ambiguity_tolerance_c,ie_ambiguity_tolerance_d,ie_ambiguity_tolerance_e,ie_ambiguity_tolerance_f,ie_ambiguity_tolerance_g,ie_ambiguity_tolerance_h,ie_ambiguity_tolerance_i,ie_ambiguity_tolerance_j,ie_dehumanization_left,ie_dehumanization_center,ie_dehumanization_right,duration,date
1985,Hombre,Técnico / Tecnológico,Estrato 3,Colombia,Bogotá D.C.,Bogotá D.C.,3212,H,Confianza,.75,No,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,0,1,1,1,,,,,1,,1,1,3,3,3,1,1,3,3,3,4,1,1,1,1,1,1,5,5,5,1,5,1,1,1,1,1,"Arrepentimiento,Aburrición,Vergüenza,Sorpresa,Inquietud,Nostalgia","Trabajo,Educación,Amistad,Vergüenza,Cordialidad,Arrepentimiento","Disciplina,Educación,Trabajo,Dedicación,Amistad,Cordialidad",,
1999,Hombre,Técnico / Tecnológico,Estrato 3,Colombia,Bogotá D.C.,Bogotá D.C.,5004,J,Discriminización,,Sí,2,3,3,3,4,3,2,4,3,4,2,3,3,3,3,5,3,3,3,1,1,0,0,,1,1,,,,,1,4,3,2,0,1,5,4,5,5,4,5,4,4,4,4,4,5,5,5,4,5,5,5,5,5,"Nostalgia,Compasión,Tensión,Sorpresa,Extroversión,Disciplina","Timidez,Tensión,Orgullo,Trabajo,Vergüenza,Aburrición","Impresión,Trabajo,Educación,Amistad,Sorpresa,Nostalgia",,
1993,Mujer,Bachillerato,Estrato 1,Colombia,Atlántico,Soledad,6695,C,Confianza,.75,No,5,5,3,1,5,5,3,3,1,3,3,4,5,3,4,4,3,3,5,1,1,0,1,1,,,1,,,,1,4,1,4,0,1,5,4,3,4,5,2,2,3,5,4,4,3,4,3,4,4,4,1,4,5,"Extroversión,Imprudencia,Emoción,Arrepentimiento,Orgullo,Vergüenza","Imprudencia,Extroversión,Impresión,Timidez,Vergüenza,Arrepentimiento","Educación,Imprudencia,Emoción,Cordialidad,Dedicación,Compasión",,
1984,Mujer,Técnico / Tecnológico,Estrato 3,Colombia,Bogotá D.C.,Bogotá D.C.,7419,A,Deshumanización,,Sí,2,3,3,3,2,3,1,1,4,2,5,5,5,5,1,5,5,1,5,0,0,0,1,,1,,,1,,1,,3,3,3,1,1,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,4,3,3,4,3,"Emoción,Cordialidad,Educación,Extroversión,Agitación,Imprudencia","Cordialidad,Educación,Amistad,Dedicación,Aburrición,Trabajo","Trabajo,Compasión,Arrepentimiento,Emoción,Amistad,Dedicación",,
2004,Hombre,Técnico / Tecnológico,Estrato 2,Colombia,Cundinamarca,Anapoima,151,V,Tolerancia a la ambigüedad,3.5999999,Sí,3,3,5,5,2,2,2,5,4,4,4,3,4,4,3,4,4,2,4,1,1,0,0,,1,,1,,,1,,3,3,3,0,1,4,3,4,3,2,4,4,3,3,3,4,1,2,2,4,4,3,4,4,3,"Educación,Dedicación,Disciplina,Tensión,Trabajo,Orgullo","Emoción,Arrepentimiento,Imprudencia,Cordialidad,Inquietud,Sorpresa","Imprudencia,Timidez,Inquietud,Compasión,Vergüenza,Arrepentimiento",,
1994,Hombre,Técnico / Tecnológico,Estrato 3,Colombia,Atlántico,Barranquilla,2199,P,,,No,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,,,1,,,1,5,5,5,1,1,5,4,5,5,5,5,4,4,4,4,1,1,1,1,1,1,1,2,1,1,"Trabajo,Amistad,Vergüenza,Extroversión,Arrepentimiento,Educación","Sorpresa,Dedicación,Aburrición,Timidez,Educación,Compasión","Amistad,Arrepentimiento,Trabajo,Educación,Disciplina,Inquietud",,
2002,Hombre,Técnico / Tecnológico,Estrato 2,Colombia,Bogotá D.C.,Bogotá D.C.,2597,C,Confianza,.38,Sí,2,2,2,5,2,2,1,5,4,2,3,4,2,1,5,2,4,1,4,0,0,0,0,,,,1,,1,,1,3,3,3,1,1,2,2,1,4,1,3,1,1,1,2,4,1,3,3,3,4,3,2,4,4,"Orgullo,Trabajo,Educación,Dedicación,Disciplina,Emoción","Educación,Trabajo,Disciplina,Dedicación,Compasión,Orgullo","Aburrición,Sospecha,Imprudencia,Inquietud,Arrepentimiento,Tensión",,
1992,Mujer,Técnico / Tecnológico,Estrato 2,Colombia,Cundinamarca,Girardot,7936,B,Deshumanización,1,No,3,2,5,2,4,3,2,2,3,3,3,4,2,2,3,4,2,2,4,1,0,1,0,1,,1,,,,1,,1,2,2,0,1,2,3,2,2,5,3,4,3,3,3,2,2,2,3,2,3,4,3,3,3,"Amistad,Extroversión,Trabajo,Impresión,Tensión,Aburrición","Aburrición,Agitación,Timidez,Amistad,Educación,Sorpresa","Disciplina,Emoción,Tensión,Sospecha,Dedicación,Nostalgia",,
1996,Mujer,Bachillerato,Estrato 3,Egipto,Cundinamarca,Cogua,2236,R,,,No,2,2,2,4,4,4,1,1,3,2,5,2,3,2,5,4,2,3,3,0,0,1,1,,,1,,,1,,1,5,3,4,0,0,5,4,2,2,5,4,3,5,1,3,1,2,2,5,5,3,2,1,3,2,"Vergüenza,Arrepentimiento,Sospecha,Nostalgia,Aburrición,Extroversión","Arrepentimiento,Nostalgia,Aburrición,Disciplina,Dedicación,Orgullo","Inquietud,Sospecha,Impresión,Dedicación,Compasión,Cordialidad",,
1998,Hombre,Bachillerato,Estrato 1,Colombia,Cundinamarca,Funza,5283,L,Confianza,,Sí,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,1,0,1,0,,,1,,,,1,1,5,5,2,1,1,5,2,4,3,2,4,2,4,3,3,3,2,3,4,3,5,4,2,4,3,"Amistad,Inquietud,Arrepentimiento,Disciplina,Sorpresa,Vergüenza","Cordialidad,Agitación,Dedicación,Emoción,Vergüenza,Timidez","Impresión,Emoción,Disciplina,Sorpresa,Trabajo,Extroversión",,
1985,Hombre,Posgrado,Estrato 2,Samoa Americana,Chocó,Medio Baudó,4789,K,,,No,3,2,3,1,2,3,4,4,2,2,2,5,2,1,5,5,4,4,5,0,0,0,0,1,,1,,,,,1,1,3,1,1,0,1,4,1,1,1,1,1,1,5,4,3,2,3,2,2,1,2,3,5,1,"Orgullo,Imprudencia,Trabajo,Sospecha,Emoción,Agitación","Inquietud,Educación,Dedicación,Compasión,Vergüenza,Tensión","Impresión,Arrepentimiento,Sospecha,Orgullo,Amistad,Aburrición",,
1993,Hombre,Título universitario,Estrato 1,Colombia,Atlántico,Malambo,9220,F,Confianza,,Sí,2,3,5,5,4,4,5,5,2,1,3,2,4,1,4,4,5,2,5,0,0,0,0,1,,,1,,1,,,1,2,1,1,1,1,1,1,2,2,3,2,2,4,4,4,5,4,5,5,5,4,5,2,5,"Educación,Trabajo,Orgullo,Compasión,Amistad,Disciplina","Inquietud,Emoción,Tensión,Sospecha,Imprudencia,Vergüenza","Imprudencia,Vergüenza,Sospecha,Emoción,Inquietud,Sorpresa",,
1999,Mujer,Primaria,Estrato 1,Colombia,Bogotá D.C.,Bogotá D.C.,4532,M,,,No,2,5,3,3,3,2,3,3,3,5,5,3,4,3,4,1,2,4,3,1,0,1,1,1,,,,1,1,,,4,3,3,1,0,3,3,3,3,3,3,3,3,3,4,3,3,3,3,3,3,3,3,3,3,"Emoción,Educación,Trabajo,Timidez,Compasión,Tensión","Vergüenza,Inquietud,Arrepentimiento,Cordialidad,Dedicación,Imprudencia","Nostalgia,Agitación,Vergüenza,Imprudencia,Sospecha,Timidez",,
1995,Mujer,Bachillerato,Estrato 2,Venezuela,Atlántico,Piojó,6712,B,,,No,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,1,1,1,1,,1,,,,1,,1,5,5,5,1,1,5,5,5,5,5,5,4,5,5,5,5,5,5,5,5,5,5,5,5,5,"Orgullo,Tensión,Educación,Dedicación,Extroversión,Trabajo","Timidez,Sorpresa,Orgullo,Amistad,Arrepentimiento,Sospecha","Aburrición,Educación,Cordialidad,Impresión,Imprudencia,Extroversión",,
1985,Mujer,Técnico / Tecnológico,Estrato 2,Colombia,Atlántico,Baranoa,8547,M,,,No,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,1,1,1,1,,1,,1,,,,1,5,5,5,1,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,5,5,5,5,5,"Inquietud,Impresión,Trabajo,Extroversión,Vergüenza,Disciplina","Dedicación,Amistad,Arrepentimiento,Impresión,Aburrición,Imprudencia","Dedicación,Imprudencia,Compasión,Impresión,Sorpresa,Amistad",,
1991,Mujer,Bachillerato,Estrato 1,Colombia,Atlántico,Galapa,9211,V,,,No,3,3,4,4,3,1,4,3,2,3,2,4,3,3,3,3,3,3,3,1,1,1,1,,1,,,,1,1,,3,3,3,0,1,3,2,1,3,3,3,3,3,3,4,5,3,4,2,5,2,3,2,2,3,"Trabajo,Educación,Sorpresa,Dedicación,Emoción,Orgullo","Disciplina,Orgullo,Amistad,Sospecha,Cordialidad,Trabajo","Trabajo,Educación,Orgullo,Disciplina,Emoción,Dedicación",,
1990,Hombre,Técnico / Tecnológico,Estrato 6,Colombia,Bogotá D.C.,Bogotá D.C.,7593,E,Tolerancia a la ambigüedad,3.5999999,No,5,5,5,5,5,5,5,5,5,4,5,5,5,5,5,5,5,5,5,1,1,1,1,1,,1,1,,,,,4,5,5,1,1,4,4,5,4,5,5,4,5,5,4,5,5,5,5,5,5,5,5,4,5,"Cordialidad,Arrepentimiento,Compasión,Educación,Impresión,Sospecha","Disciplina,Educación,Orgullo,Inquietud,Arrepentimiento,Emoción","Amistad,Compasión,Imprudencia,Disciplina,Orgullo,Vergüenza",,
1995,Mujer,Bachillerato,Estrato 2,Colombia,Bogotá D.C.,Bogotá D.C.,4696,A,Confianza,,Sí,4,4,4,4,3,4,5,3,3,5,1,5,2,1,2,5,2,3,5,0,1,1,1,1,,1,,,,,1,4,3,4,1,1,5,5,4,5,5,5,5,4,5,5,4,4,3,3,4,4,3,2,3,2,"Sorpresa,Nostalgia,Timidez,Amistad,Inquietud,Compasión","Aburrición,Amistad,Sospecha,Trabajo,Sorpresa,Inquietud","Compasión,Vergüenza,Educación,Dedicación,Agitación,Disciplina",,
1973,Mujer,Título universitario,Estrato 3,Colombia,Bogotá D.C.,Bogotá D.C.,6507,S,Tolerancia a la ambigüedad,,Sí,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,0,1,1,,,,1,,,1,3,3,3,0,1,2,2,2,2,1,2,2,1,1,2,4,4,5,4,5,2,1,4,3,2,"Vergüenza,Imprudencia,Tensión,Arrepentimiento,Agitación,Aburrición","Aburrición,Tensión,Imprudencia,Arrepentimiento,Inquietud,Agitación","Imprudencia,Aburrición,Inquietud,Agitación,Arrepentimiento,Sospecha",,
1998,Hombre,Bachillerato,Estrato 2,China,Bogotá D.C.,Bogotá D.C.,5512,J,Tolerancia a la ambigüedad,3.2,Sí,3,3,3,3,4,3,3,3,3,4,3,3,4,4,3,3,4,3,4,1,0,0,0,,,1,,1,,,1,4,4,4,1,1,4,4,3,4,4,3,3,4,4,4,3,4,4,3,4,4,4,4,4,4,"Sorpresa,Orgullo,Emoción,Aburrición,Imprudencia,Cordialidad","Cordialidad,Orgullo,Dedicación,Tensión,Educación,Timidez","Sorpresa,Trabajo,Disciplina,Inquietud,Imprudencia,Impresión",,
2001,Mujer,Bachillerato,Estrato 1,Banglades,Atlántico,Barranquilla,9581,M,Confianza,,Sí,4,3,2,2,5,1,3,3,3,2,1,3,3,3,3,2,2,1,2,1,0,1,0,,,1,1,,1,,,3,3,3,0,0,3,3,3,3,3,3,4,2,3,4,2,1,5,4,1,3,4,4,3,3,"Disciplina,Educación,Trabajo,Extroversión,Dedicación,Impresión","Educación,Sospecha,Agitación,Emoción,Aburrición,Impresión","Disciplina,Extroversión,Inquietud,Aburrición,Dedicación,Imprudencia",,
1990,Hombre,Técnico / Tecnológico,Estrato 3,Colombia,Cundinamarca,Villeta,9983,G,,,No,3,3,3,3,3,3,3,3,3,3,3,3,3,3,4,3,3,3,3,1,1,1,1,1,,1,1,,,,,3,3,3,1,1,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,"Tensión,Educación,Dedicación,Amistad,Compasión,Agitación","Arrepentimiento,Sospecha,Educación,Nostalgia,Aburrición,Disciplina","Amistad,Impresión,Compasión,Sorpresa,Tensión,Cordialidad",,
1988,Mujer,Técnico / Tecnológico,Estrato 2,Colombia,Bogotá D.C.,Bogotá D.C.,2158,M,,,No,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,1,1,1,1,,,,1,,1,,1,3,3,3,0,1,3,3,3,3,3,3,3,3,3,3,3,1,1,3,4,3,3,4,2,1,"Dedicación,Trabajo,Compasión,Cordialidad,Disciplina,Educación","Arrepentimiento,Emoción,Educación,Trabajo,Disciplina,Dedicación","Tensión,Sospecha,Aburrición,Orgullo,Agitación,Timidez",,
1997,Mujer,Bachillerato,Estrato 1,Colombia,Atlántico,Piojó,3201,Z,,,No,4,1,1,2,1,2,2,3,2,1,2,4,3,5,5,1,1,2,5,1,0,0,0,1,,,1,1,,,,3,2,2,0,0,3,2,2,1,3,1,3,3,1,1,1,1,3,5,2,1,4,2,1,2,"Educación,Agitación,Timidez,Inquietud,Tensión,Amistad","Nostalgia,Sorpresa,Compasión,Educación,Agitación,Extroversión","Sospecha,Disciplina,Extroversión,Educación,Amistad,Orgullo",,
2001,Hombre,Bachillerato,Estrato 3,Colombia,Cundinamarca,Bogotá ,7958,R,Tolerancia a la ambigüedad,,Sí,1,1,2,4,4,3,4,3,2,3,3,4,3,4,2,2,4,1,3,1,1,1,0,1,,1,,,,1,,2,3,2,0,1,2,2,2,2,1,2,2,2,3,3,4,3,4,4,4,3,3,3,4,3,"Amistad,Agitación,Impresión,Timidez,Sorpresa,Educación","Orgullo,Imprudencia,Tensión,Extroversión,Inquietud,Compasión","Sospecha,Tensión,Orgullo,Educación,Cordialidad,Extroversión",,
1997,Mujer,Bachillerato,Estrato 1,Colombia,Atlántico,Manatí,3120,Z,,,No,2,4,3,2,1,1,2,1,3,1,1,3,2,3,2,5,3,5,1,0,0,0,0,1,,,1,,,1,,3,4,4,0,0,2,2,2,2,2,1,3,2,2,3,2,2,1,1,5,1,1,2,3,2,"Impresión,Sospecha,Extroversión,Agitación,Aburrición,Timidez","Extroversión,Tensión,Dedicación,Nostalgia,Vergüenza,Disciplina","Sospecha,Extroversión,Timidez,Educación,Sorpresa,Tensión",,
1990,Hombre,Bachillerato,Estrato 3,Colombia,Bogotá D.C.,Bogotá D.C.,5309,M,Tolerancia a la ambigüedad,3.7,Sí,1,3,3,5,2,1,2,4,1,2,1,1,2,3,4,3,5,1,2,1,1,0,0,1,,1,,,1,,,4,3,3,1,1,1,5,5,5,1,1,4,1,1,3,5,5,4,4,4,2,2,3,1,5,"Compasión,Disciplina,Timidez,Educación,Trabajo,Dedicación","Timidez,Amistad,Tensión,Trabajo,Nostalgia,Inquietud","Imprudencia,Sospecha,Orgullo,Tensión,Inquietud,Agitación",,
1998,Hombre,Bachillerato,Estrato 2,Colombia,Bogotá D.C.,Bogotá D.C.,1051,J,,,No,3,4,4,4,4,4,3,4,3,3,4,3,3,4,4,4,4,3,4,0,0,0,0,,,,,,1,1,1,3,4,3,1,1,4,3,4,3,4,3,4,4,3,4,4,4,3,3,4,3,4,3,3,4,"Emoción,Sorpresa,Disciplina,Aburrición,Compasión,Inquietud","Extroversión,Emoción,Dedicación,Agitación,Educación,Aburrición","Dedicación,Extroversión,Inquietud,Orgullo,Timidez,Sospecha",,
1984,Mujer,Técnico / Tecnológico,Estrato 3,Colombia,Bogotá D.C.,Bogotá D.C.,7419,A,Tolerancia a la ambigüedad,1.8,Sí,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,1,1,,,,,1,,1,4,3,3,1,1,3,3,3,3,3,3,3,3,3,3,3,3,3,2,3,3,3,3,3,3,"Disciplina,Sorpresa,Imprudencia,Trabajo,Arrepentimiento,Cordialidad","Timidez,Disciplina,Sospecha,Amistad,Agitación,Compasión","Imprudencia,Cordialidad,Impresión,Sospecha,Dedicación,Vergüenza",,
2000,Mujer,Bachillerato,Estrato 2,Colombia,Bogotá D.C.,Bogotá D.C.,7586,L,Discriminización,,Sí,3,4,5,4,4,3,2,3,4,4,3,4,4,2,3,4,5,5,4,1,0,0,0,,,,1,1,1,,,4,4,3,1,1,4,3,3,3,3,1,3,3,3,3,3,4,3,3,4,3,3,4,4,3,"Cordialidad,Inquietud,Timidez,Sorpresa,Compasión,Sospecha","Arrepentimiento,Nostalgia,Imprudencia,Impresión,Sorpresa,Aburrición","Tensión,Dedicación,Sospecha,Educación,Nostalgia,Compasión",,
1970,Mujer,Bachillerato,Estrato 2,Colombia,Bogotá D.C.,Bogotá D.C.,2345,F,Discriminización,.63333333,No,3,4,3,4,3,3,4,3,4,4,4,3,4,3,2,3,3,3,4,0,0,0,0,,1,,,1,1,,,3,4,3,1,1,4,3,4,4,4,4,3,3,3,3,3,3,3,4,4,3,3,3,3,4,"Educación,Vergüenza,Sorpresa,Trabajo,Agitación,Cordialidad","Trabajo,Vergüenza,Educación,Inquietud,Nostalgia,Amistad","Sorpresa,Amistad,Sospecha,Dedicación,Nostalgia,Tensión",,
1998,Mujer,Bachillerato,Estrato 1,Colombia,Bogotá D.C.,Bogotá D.C.,5674,B,Tolerancia a la ambigüedad,3.0999999,No,3,4,3,3,3,3,3,3,4,4,3,3,2,3,3,3,3,4,3,1,0,0,0,,,,,1,1,,1,4,3,4,1,1,4,3,4,3,3,4,4,3,3,4,3,3,3,3,4,3,2,3,4,3,"Sospecha,Arrepentimiento,Orgullo,Emoción,Aburrición,Cordialidad","Arrepentimiento,Trabajo,Timidez,Extroversión,Dedicación,Inquietud","Dedicación,Tensión,Vergüenza,Extroversión,Sospecha,Inquietud",,
1984,Mujer,Técnico / Tecnológico,Estrato 3,Colombia,Bogotá D.C.,Bogotá D.C.,1525,M,Tolerancia a la ambigüedad,,Sí,4,3,4,4,5,4,3,4,4,4,1,4,5,5,4,4,4,4,4,1,0,1,1,,,1,,,,1,1,4,4,3,1,1,3,4,3,4,4,4,4,3,4,4,4,4,3,4,4,4,4,3,3,4,"Timidez,Compasión,Cordialidad,Trabajo,Extroversión,Dedicación","Disciplina,Educación,Aburrición,Nostalgia,Imprudencia,Sospecha","Impresión,Emoción,Tensión,Orgullo,Vergüenza,Amistad",,
2001,Hombre,Técnico / Tecnológico,Estrato 3,Colombia,Bogotá D.C.,Bogotá D.C.,9387,C,,,No,1,5,2,5,4,5,4,5,3,5,3,2,2,1,4,4,4,1,4,0,1,0,0,,,1,,,1,1,,2,4,3,0,0,4,4,3,5,4,2,4,3,4,4,2,2,3,3,3,2,4,5,1,2,"Arrepentimiento,Educación,Cordialidad,Orgullo,Sorpresa,Agitación","Compasión,Disciplina,Tensión,Dedicación,Educación,Sorpresa","Agitación,Extroversión,Dedicación,Trabajo,Impresión,Disciplina",,
1990,Hombre,Bachillerato,Estrato 2,Colombia,Bogotá D.C.,Bogotá D.C.,1500,O,,,No,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,1,1,1,1,,1,,,1,,,1,5,5,5,1,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,"Timidez,Educación,Tensión,Extroversión,Emoción,Imprudencia","Compasión,Disciplina,Extroversión,Emoción,Vergüenza,Arrepentimiento","Tensión,Orgullo,Cordialidad,Educación,Disciplina,Extroversión",,
2001,Mujer,Título universitario,Estrato 3,Colombia,Bogotá D.C.,Bogotá D.C.,5471,D,,,No,5,5,2,4,1,2,1,4,5,1,4,1,2,4,2,5,5,3,5,1,0,1,1,,,,,1,1,1,,4,2,5,1,1,4,4,4,4,4,4,1,2,4,2,4,3,2,2,4,1,2,4,3,5,"Trabajo,Educación,Aburrición,Inquietud,Impresión,Emoción","Cordialidad,Trabajo,Agitación,Educación,Extroversión,Disciplina","Educación,Inquietud,Sospecha,Impresión,Imprudencia,Amistad",,
2001,Hombre,Técnico / Tecnológico,Estrato 2,Colombia,Cundinamarca,Girardot,9356,M,,,No,4,3,3,4,3,3,3,3,3,3,3,3,4,3,3,4,3,3,4,1,1,1,1,,,1,,1,1,,,3,3,3,1,0,3,3,3,3,2,1,1,3,3,4,3,3,4,3,4,3,3,4,3,3,"Educación,Dedicación,Amistad,Disciplina,Tensión,Emoción","Timidez,Emoción,Vergüenza,Impresión,Disciplina,Cordialidad","Trabajo,Nostalgia,Tensión,Orgullo,Aburrición,Vergüenza",,
1999,Hombre,Bachillerato,Estrato 2,Colombia,Bogotá D.C.,Bogotá D.C.,10,2,,,No,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,1,1,1,1,,,1,,,,1,1,5,5,5,1,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,"Sorpresa,Orgullo,Vergüenza,Tensión,Agitación,Arrepentimiento","Tensión,Orgullo,Vergüenza,Trabajo,Educación,Amistad","Agitación,Nostalgia,Dedicación,Educación,Vergüenza,Impresión",,
1999,Hombre,Bachillerato,Estrato 2,Colombia,Bogotá D.C.,Bogotá D.C.,5554,N,,,No,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,1,1,1,1,,,,1,1,,,1,5,5,5,1,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,"Compasión,Tensión,Sorpresa,Trabajo,Aburrición,Dedicación","Sorpresa,Nostalgia,Arrepentimiento,Tensión,Emoción,Sospecha","Impresión,Cordialidad,Aburrición,Orgullo,Dedicación,Tensión",,
2004,Mujer,Bachillerato,Estrato 2,Colombia,Bogotá D.C.,Bogotá D.C.,1222,T,,,No,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,1,1,1,1,,,1,1,,,,1,5,5,5,1,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,"Tensión,Cordialidad,Amistad,Impresión,Dedicación,Emoción","Sorpresa,Sospecha,Amistad,Imprudencia,Timidez,Impresión","Nostalgia,Extroversión,Trabajo,Aburrición,Amistad,Sorpresa",,
1986,Otro,Técnico / Tecnológico,Estrato 1,Bolivia,Bolívar,Cicuco,5689,G,Tolerancia a la ambigüedad,3.0999999,Sí,1,1,1,1,1,1,1,1,1,1,1,3,1,1,1,1,1,1,1,0,0,0,0,,,1,1,,,1,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,"Imprudencia,Compasión,Cordialidad,Amistad,Disciplina,Aburrición","Tensión,Disciplina,Sospecha,Nostalgia,Cordialidad,Extroversión","Arrepentimiento,Imprudencia,Extroversión,Impresión,Vergüenza,Tensión",,
2000,Hombre,Primaria,Estrato 1,Albania,Arauca,Puerto Rondón,6634,S,Deshumanización,2.3299999,No,3,3,3,3,3,3,3,3,3,2,3,3,3,3,3,2,3,3,3,1,1,1,1,1,1,1,,,,,,4,3,3,1,1,3,3,3,3,3,3,3,3,3,3,3,3,2,3,3,2,1,3,3,3,"Agitación,Aburrición,Inquietud,Imprudencia,Amistad,Sorpresa","Disciplina,Extroversión,Cordialidad,Nostalgia,Compasión,Vergüenza","Vergüenza,Arrepentimiento,Cordialidad,Impresión,Imprudencia,Dedicación",,
1997,Mujer,Bachillerato,Estrato 3,Colombia,Bogotá D.C.,Bogotá D.C.,5297,A,,,No,3,3,3,3,3,3,2,3,3,3,3,3,3,3,3,2,3,3,4,1,1,1,1,,,,,1,,1,1,3,4,2,1,1,3,3,1,3,1,1,1,1,1,2,4,1,1,5,5,1,3,5,4,5,"Trabajo,Educación,Emoción,Sorpresa,Tensión,Impresión","Educación,Amistad,Trabajo,Compasión,Cordialidad,Dedicación","Emoción,Cordialidad,Orgullo,Sorpresa,Agitación,Trabajo",,
1983,Mujer,Bachillerato,Estrato 2,Colombia,Bogotá D.C.,Bogotá D.C.,2240,G,,,No,3,3,3,3,5,3,3,3,3,3,3,3,3,3,4,3,3,2,3,0,1,1,1,,,1,1,,,,1,3,3,3,0,1,1,3,3,3,3,3,3,3,4,3,3,3,3,3,3,4,3,3,3,3,"Trabajo,Dedicación,Disciplina,Emoción,Educación,Arrepentimiento","Arrepentimiento,Aburrición,Nostalgia,Vergüenza,Tensión,Imprudencia","Educación,Disciplina,Dedicación,Sospecha,Compasión,Extroversión",,
2000,Hombre,Primaria,Estrato 1,Antártida,Huila,Aipe,6634,S,Confianza,1,No,3,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,0,1,1,1,,,,1,,1,1,,3,3,3,1,1,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,"Timidez,Orgullo,Educación,Impresión,Trabajo,Agitación","Orgullo,Tensión,Extroversión,Cordialidad,Inquietud,Arrepentimiento","Inquietud,Timidez,Educación,Nostalgia,Agitación,Orgullo",,
1990,Hombre,Técnico / Tecnológico,Estrato 2,Venezuela,Bogotá D.C.,Bogotá D.C.,5454,G,,,No,1,1,1,1,2,2,2,2,2,1,2,1,1,2,1,2,2,1,1,0,0,0,1,1,,,,,,1,1,2,2,2,0,0,2,2,2,2,2,2,2,2,2,2,2,1,1,2,2,2,2,2,2,2,"Emoción,Tensión,Extroversión,Compasión,Imprudencia,Inquietud","Imprudencia,Vergüenza,Agitación,Cordialidad,Sospecha,Emoción","Disciplina,Imprudencia,Emoción,Extroversión,Educación,Trabajo",,
1968,Mujer,Bachillerato,Estrato 2,Colombia,Bogotá D.C.,Bogotá D.C.,1041,D,Confianza,,Sí,1,1,3,2,2,1,4,1,1,1,1,3,1,2,2,1,3,1,3,1,1,1,1,,,,,,1,1,1,3,3,3,0,1,3,1,1,1,4,3,4,4,5,4,5,5,3,3,4,4,4,2,4,4,"Trabajo,Compasión,Educación,Agitación,Orgullo,Dedicación","Aburrición,Vergüenza,Tensión,Inquietud,Impresión,Nostalgia","Vergüenza,Agitación,Impresión,Nostalgia,Aburrición,Tensión",,
1985,Mujer,Bachillerato,Estrato 2,Colombia,Bogotá D.C.,Bogotá D.C.,4742,D,Tolerancia a la ambigüedad,3.5999999,Sí,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,0,0,0,0,,1,,1,,1,,,4,5,4,1,1,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,"Compasión,Cordialidad,Disciplina,Imprudencia,Arrepentimiento,Vergüenza","Aburrición,Compasión,Cordialidad,Educación,Dedicación,Orgullo","Extroversión,Disciplina,Dedicación,Sospecha,Cordialidad,Amistad",,
